,picker_host,wms_sku_id,sku_name,sku_weight_g,sku_dimensions_mm,task_success,pick_success,place_success,task_total,pick_total,place_total
1050,ropi01,911451,Racio Cornies kukuřičné s medvědím česnekem,130.0,"[187, 93, 97]",32,26.0,25.0,33,33,26
1051,ropi01,911457,Racio Knäckebrot žitný se sezamem,276.0,"[64, 108, 198]",132,130.0,130.0,133,133,130
1052,ropi01,911646,Sanytol Dezinfekční odstraňovač skvrn,511.0,"[112, 96, 97]",52,52.0,51.0,53,53,52
1053,ropi01,911649,Curaprox Super Soft 3960,58.0,"[27, 70, 225]",50,45.0,45.0,51,51,45
1054,ropi01,912348,Swissdent Colours Středně měkké zubní kartáčky,40.0,"[18, 59, 225]",7,7.0,7.0,7,7,7
1055,ropi01,912471,PICKWICK čaj Citrusy s bezovým květem,70.0,"[74, 63, 124]",59,58.0,58.0,60,60,58
1056,ropi01,912594,Dilmah Čaj černý Maracuja Granátové jablko Zimolez,60.0,"[53, 81, 131]",4,4.0,4.0,4,4,4
1057,ropi01,913080,Kolorado WC fresh Ocean závěs 40g,58.0,"[30, 100, 145]",31,30.0,30.0,33,31,30
1058,ropi01,913089,PICKWICK čaj Ranní,303.0,"[75, 182, 204]",4,4.0,4.0,4,4,4
1059,ropi01,913185,Jacobs Cafe Latte 3v1,140.0,"[41, 177, 232]",1,1.0,1.0,1,1,1
1060,ropi01,913188,Douwe Egberts Excella mletá káva,207.0,"[49, 97, 241]",3,3.0,3.0,3,3,3
1061,ropi01,913191,Douwe Egberts Paloma pražená mletá káva,254.0,"[95, 91, 119]",1,1.0,1.0,1,1,1
1062,ropi01,913818,Bref DuoAktiv Pine WC blok + 2× náhradní náplň,235.0,"[50, 125, 219]",39,37.0,37.0,39,39,37
1063,ropi01,914016,Kotányi Kopr sušený,10.0,"[13, 103, 139]",108,105.0,105.0,111,109,105
1064,ropi01,914205,Bonavita Zajíc Rýžový nápoj,448.0,"[53, 151, 215]",10,10.0,10.0,10,10,10
1065,ropi01,914541,Miyako Japan Miso pasta světlá,167.0,"[29, 96, 143]",51,48.0,48.0,52,51,48
1066,ropi01,914625,HiPP Babysanft Vlhčený toaletní papír,236.0,"[57, 99, 160]",47,41.0,41.0,48,48,41
1067,ropi01,914649,Mixit müsli To pravé ořechové,502.0,"[201, 100, 102]",60,60.0,60.0,65,61,60
1068,ropi01,914886,Sunar Příkrm lasagne s hovězím,128.0,"[37, 78, 163]",2,2.0,2.0,2,2,2
1069,ropi01,914928,Niteola Koupelová houba zvířátka,10.0,"[40, 100, 150]",45,41.0,41.0,45,45,41
1070,ropi01,914961,"Pan Křupka Pohankové křupky, bez lepku",104.0,"[93, 221, 274]",1,3.0,2.0,3,3,3
1071,ropi01,915630,Organyc BIO Dámské vložky slipové +,78.0,"[181, 71, 82]",13,13.0,13.0,13,13,13
1072,ropi01,915693,Teekanne Sencha Royal zelený čaj,68.0,"[75, 83, 143]",1,1.0,1.0,1,1,1
1073,ropi01,915750,Sir Winston Tea Supreme English Breakfast černý čaj,72.0,"[63, 76, 142]",5,5.0,5.0,5,5,5
1074,ropi01,915807,Bonduelle Vapeur Fazole Borlotti,378.0,"[84, 83, 83]",20,20.0,20.0,20,20,20
1075,ropi01,915927,Vitana Salátové koření,30.0,"[12, 97, 136]",43,44.0,44.0,56,44,44
1076,ropi01,915981,Indiana Jerky Hovězí maso sušené natural,30.0,"[130, 170, 10]",15,15.0,15.0,15,15,15
1077,ropi01,916266,Franz Josef Kaiser Kokosový krém,466.0,"[111, 73, 74]",1,1.0,1.0,1,1,1
1078,ropi01,916422,HiPP BIO Kapsička Hippies hruška a jablko,110.0,"[31, 72, 153]",4,4.0,4.0,4,4,4
1079,ropi01,916557,Lagris Cizrna,452.0,"[59, 91, 161]",58,58.0,58.0,59,59,58
1080,ropi01,916704,"Attitude Tablety do myčky, bez fosfátů",472.0,"[103, 67, 154]",41,41.0,41.0,42,42,41
1081,ropi01,916728,Seville Premium Olivy zelené s papričkou,394.0,"[117, 65, 66]",19,12.0,11.0,28,28,12
1082,ropi01,916908,Curaprox Soft 1560 zubní kartáčky,56.0,"[27, 69, 224]",28,26.0,26.0,29,28,26
1083,ropi01,916947,Kotányi Salát Tsatsiki,16.0,"[11, 89, 134]",17,17.0,17.0,22,17,17
1084,ropi01,917106,Rio Mare Insalatissime Tuňákový salát Texana,184.0,"[42, 100, 101]",21,12.0,12.0,22,22,12
1085,ropi01,917154,7Days Croissant s náplní spumante,63.0,"[47, 97, 193]",64,57.0,56.0,65,65,57
1086,ropi01,917172,7Days Croissant double vanilka a pomeranč,63.0,"[48, 96, 187]",30,30.0,30.0,30,30,30
1087,ropi01,917376,Land-Leben Krutony bylinky,80.0,"[54, 96, 155]",80,80.0,80.0,81,80,80
1088,ropi01,917388,Nutrend Protein pancake čokoláda+kakao,50.0,"[17, 108, 149]",43,43.0,43.0,45,43,43
1089,ropi01,917400,Adventure Menu Hovězí guláš s bramborem,420.0,"[43, 155, 189]",12,13.0,12.0,13,13,13
1090,ropi01,917406,Brit Premium Cat with Chicken fillets kapsička pro kočky,88.0,"[73, 127, 97]",22,21.0,21.0,22,22,21
1091,ropi01,917424,Adventure Menu Kuře po zahradnicku s fazolemi,412.0,"[43, 156, 193]",5,5.0,5.0,5,5,5
1092,ropi01,917451,Always Ultra super plus Hygienické vložky,176.0,"[99, 128, 197]",27,27.0,27.0,27,27,27
1093,ropi01,917466,Adventure Menu Krůtí na cibulce,212.0,"[31, 155, 191]",6,6.0,6.0,6,6,6
1094,ropi01,917547,Druid Kuskus pšeničný (krabička),378.0,"[170, 41, 125]",22,24.0,22.0,25,25,24
1095,ropi01,917571,Discreet Multiform Waterlily Prodyšné Intimky,144.0,"[156, 144, 60]",99,98.0,97.0,100,100,98
1096,ropi01,917718,Dannemann Moods Filter 20´s,46.0,"[21, 89, 99]",1,1.0,1.0,1,1,1
1097,ropi01,917721,Dannemann Moods Gold Filter 20´s,46.0,"[21, 90, 99]",1,1.0,1.0,1,1,1
1098,ropi01,917901,Milzu! BIO Žitné cereálie bez cukru,340.0,"[222, 55, 192]",35,35.0,35.0,35,35,35
1099,ropi01,917961,Liqua American Blend 3mg CZ,24.0,"[27, 36, 78]",1,0.0,,3,3,0
1100,ropi01,917964,Liqua American Blend 6mg CZ,22.0,"[27, 36, 78]",0,0.0,,2,2,0
1101,ropi01,917967,Liqua American Blend 12mg CZ,22.0,"[27, 36, 78]",0,0.0,,5,5,0
1102,ropi01,917973,Liqua Traditional Tobacco 6mg CZ,22.0,"[27, 36, 77]",0,0.0,,1,1,0
1103,ropi01,917976,Liqua Traditional Tobacco 12mg CZ,22.0,"[122, 94, 118]",0,0.0,,1,1,0
1104,ropi01,917979,Liqua Bright Tobacco 3mg CZ,22.0,"[27, 36, 79]",0,0.0,,2,2,0
1105,ropi01,917988,Liqua Bright Tobacco 12mg CZ,22.0,"[27, 36, 78]",2,0.0,,3,3,0
1106,ropi01,917994,Liqua Vanila 3mg CZ,20.0,"[27, 36, 78]",0,0.0,,3,3,0
1107,ropi01,917997,Liqua Vanila 12mg CZ,20.0,"[27, 36, 78]",0,0.0,,3,3,0
1108,ropi01,918039,Amylon BIO Kukuřičný škrob,240.0,"[187, 38, 132]",100,100.0,100.0,100,100,100
1109,ropi01,918045,Amylon BIO Celozrnné palačinky,291.0,"[42, 132, 185]",22,22.0,22.0,22,22,22
1110,ropi01,918135,Liqua Apple 3mg CZ,20.0,"[27, 36, 77]",0,0.0,,2,2,0
1111,ropi01,918144,Liqua Watermelon 6mg CZ,20.0,"[27, 36, 77]",0,0.0,,3,3,0
1112,ropi01,918147,Liqua Watermelon 12mg CZ,22.0,"[27, 36, 78]",1,1.0,1.0,1,1,1
1113,ropi01,918153,Liqua Berry mix 3mg CZ,22.0,"[27, 35, 77]",1,0.0,,4,4,0
1114,ropi01,918174,Liqua Berry mix 6mg CZ,22.0,"[27, 36, 78]",1,1.0,1.0,7,7,1
1115,ropi01,918177,Liqua Berry mix 12mg CZ,22.0,"[27, 36, 78]",3,2.0,2.0,9,9,2
1116,ropi01,918183,Liqua Strawberry 6mg CZ,20.0,"[27, 36, 76]",2,0.0,,5,5,0
1117,ropi01,918186,Liqua Strawberry 12mg CZ,20.0,"[27, 36, 76]",1,0.0,,4,4,0
1118,ropi01,918201,Liqua Two Mints 3mg CZ,20.0,"[27, 36, 79]",1,1.0,1.0,5,5,1
1119,ropi01,918204,Liqua Two Mints 6mg CZ,22.0,"[27, 36, 77]",0,0.0,,1,1,0
1120,ropi01,918207,Liqua Two Mints 12mg CZ,20.0,"[27, 35, 77]",0,0.0,,1,1,0
1121,ropi01,918228,Emco Mysli sypané lehké a křehké Semínka a ořechy,554.0,"[63, 164, 241]",48,46.0,44.0,51,50,46
1122,ropi01,918378,Bref Color Aktiv Ocean,221.0,"[43, 144, 219]",34,34.0,34.0,34,34,34
1123,ropi01,918456,Bonavita Chia kaše oves s malinami,70.0,"[18, 117, 158]",52,51.0,51.0,53,53,51
1124,ropi01,918831,Libresse Ultra Thin Normal Wing duopack 2×10ks,120.0,"[69, 92, 200]",44,44.0,44.0,44,44,44
1125,ropi01,918834,Libresse Ultra Thin Normal Wing,232.0,"[86, 131, 195]",19,19.0,19.0,19,19,19
1126,ropi01,918840,Libresse Ultra Thin Long Wing duopack 2×8ks,112.0,"[59, 105, 200]",28,28.0,28.0,28,28,28
1127,ropi01,919299,Kotányi Nové koření mleté,18.0,"[11, 103, 139]",41,40.0,40.0,45,41,40
1128,ropi01,919329,Marks & Spencer Sýrové krekry s cibulí a mákem,190.0,"[75, 70, 189]",1,1.0,1.0,1,1,1
1129,ropi01,919428,Marks & Spencer Sušenky Wholegrain wheat bisks,554.0,"[245, 60, 189]",2,2.0,2.0,2,2,2
1130,ropi01,919437,Marks & Spencer Ovesné vločky pro přípravu kaše,556.0,"[217, 49, 162]",69,68.0,67.0,73,71,68
1131,ropi01,919728,Marks & Spencer Sardinky v rajčatové omáčce,140.0,"[27, 61, 106]",47,35.0,35.0,51,51,35
1132,ropi01,919761,Bonavita Pohankové lupínky,452.0,"[59, 193, 249]",76,72.0,72.0,76,76,72
1133,ropi01,919875,Marks & Spencer Tarka Dhal kořeněná zeleninová polévka,460.0,"[109, 73, 73]",124,89.0,88.0,142,142,89
1134,ropi01,919905,Marks & Spencer Darjeeling čaj v nálevových sáčcích,150.0,"[149, 72, 93]",54,54.0,54.0,54,54,54
1135,ropi01,919929,Marks & Spencer Berry Orange Granola,518.0,"[96, 188, 247]",36,36.0,36.0,36,36,36
1136,ropi01,919938,Marks & Spencer Ovesné vločky a pufovaná hnědá rýže s rozinkami a ořechy,520.0,"[240, 88, 194]",46,47.0,47.0,47,47,47
1137,ropi01,920316,Teekanne čaj Mountain Herbs,70.0,"[75, 184, 298]",28,27.0,27.0,29,29,27
1138,ropi01,920337,Lagris Čočka beluga,253.0,"[43, 85, 164]",309,245.0,237.0,322,322,245
1139,ropi01,920883,Vitana Pyramidky koření brambory,20.0,"[27, 108, 148]",34,31.0,31.0,34,34,31
1140,ropi01,920892,Yum Yum Instantní nudlová polévka hovězí,100.0,"[47, 81, 94]",22,24.0,24.0,26,25,24
1141,ropi01,921240,Vektex Houbičky na nádobí extra velké - Bigstar,46.0,"[77, 117, 246]",13,13.0,13.0,13,13,13
1142,ropi01,921243,Vektex Houbičky na nádobí tvarované,50.0,"[75, 116, 291]",24,23.0,23.0,25,25,23
1143,ropi01,921249,Vektex Simple houbičky na nádobí,38.0,"[44, 100, 271]",44,44.0,44.0,44,44,44
1144,ropi01,921453,Bohemia Kotlíkové arašídy se sladkým chilli,150.0,"[43, 142, 199]",4,4.0,4.0,4,4,4
1145,ropi01,921636,"TePe Original Mezizubní kartáčky červené 0,5 mm",16.0,"[13, 73, 125]",33,22.0,22.0,37,35,22
1146,ropi01,921645,"TePe Original Mezizubní kartáčky žluté 0,7 mm",10.0,"[14, 72, 124]",68,38.0,37.0,78,74,38
1147,ropi01,921651,"TePe Original Mezizubní kartáčky zelené 0,8 mm",20.0,"[13, 73, 124]",23,13.0,13.0,25,24,13
1148,ropi01,924654,Chocoland Mořské plody bonboniéra,302.0,"[31, 193, 194]",9,9.0,9.0,9,9,9
1149,ropi01,925191,Vitana Bylinkový bujón s česnekem 3l,70.0,"[16, 59, 78]",32,28.0,28.0,33,32,28
1150,ropi01,925518,Sanytol Dezinfekční jednorázové čistící utěrky antialergenní,222.0,"[27, 118, 225]",30,29.0,29.0,31,30,29
1151,ropi01,925527,Sanytol Dezinfekce odstraňovač skvrn – zářivě bílá,513.0,"[112, 96, 97]",18,18.0,18.0,18,18,18
1152,ropi01,925542,Milzu! BIO Cereální obdélníky s kakaem,524.0,"[293, 70, 197]",32,42.0,32.0,44,43,42
1153,ropi01,925632,"Sunar Kapsička Cool ovoce Hruška, mango, banán",128.0,"[46, 85, 160]",3,2.0,2.0,3,3,2
1154,ropi01,925725,Kotex Tampony Ultra Sorb Normal,50.0,"[29, 54, 101]",27,17.0,17.0,28,28,17
1155,ropi01,925728,Kotex Tampony Ultra Sorb Super,70.0,"[32, 54, 114]",20,12.0,11.0,22,21,12
1156,ropi01,925878,Huggies Pure single dětské vlhčené ubrousky,308.0,"[59, 114, 226]",26,24.0,24.0,26,26,24
1157,ropi01,925986,o.b. Original Normal Tampony,46.0,"[28, 54, 105]",13,11.0,11.0,14,14,11
1158,ropi01,926466,Marks & Spencer Tuňákový steak ve slunečnicovém oleji,240.0,"[45, 84, 233]",2,2.0,2.0,2,2,2
1159,ropi01,926487,Marks & Spencer Mandle pražené,356.0,"[132, 72, 99]",13,13.0,13.0,14,14,13
1160,ropi01,926514,Marks & Spencer Sladké máslové košíčky na zdobení,150.0,"[32, 167, 201]",6,6.0,6.0,6,6,6
1161,ropi01,926550,Marks & Spencer Sypaný anglický snídaňový čaj,158.0,"[59, 98, 180]",14,13.0,13.0,14,14,13
1162,ropi01,926589,Marks & Spencer Bramborový snack se sýrem gouda bezlepkový,110.0,"[77, 140, 234]",47,44.0,44.0,47,47,44
1163,ropi01,926643,Marks & Spencer Extra silný sypaný čaj,258.0,"[62, 102, 173]",24,24.0,24.0,24,24,24
1164,ropi01,926655,Marks & Spencer Brambůrky s mořskou solí,158.0,"[122, 94, 118]",12,12.0,11.0,13,13,12
1165,ropi01,926931,Bebivita Sušenky 4×45 g,224.0,"[92, 57, 220]",15,15.0,15.0,15,15,15
1166,ropi01,927171,Rio Mare tuňák Natura 3×56g,260.0,"[41, 71, 203]",25,23.0,23.0,26,26,23
1167,ropi01,927435,Primeros Passion Kondomy s vroubky a výčnělky,51.0,"[127, 73, 36]",8,7.0,7.0,8,8,7
1168,ropi01,927738,Marks & Spencer Sušenky s mléčnou čokoládou,232.0,"[45, 71, 227]",38,38.0,38.0,38,38,38
1169,ropi01,927777,Marks & Spencer Španělská rýže pro přípravu paelly,504.0,"[59, 92, 148]",12,12.0,12.0,12,12,12
1170,ropi01,927780,Marks & Spencer Basmati rýže vařená,256.0,"[42, 137, 184]",22,22.0,22.0,22,22,22
1171,ropi01,927789,Marks & Spencer Spaghetti z kukuřičné a rýžové mouky bezlepkové,504.0,"[32, 98, 290]",8,5.0,4.0,11,11,5
1172,ropi01,927849,Marks & Spencer Lasagne z kukuřičné a rýžové mouky bezlepkové,276.0,"[43, 96, 194]",7,7.0,7.0,7,7,7
1173,ropi01,927870,Marks & Spencer Směs pikantního a uzeného koření na přípravu fajitas,36.0,"[15, 88, 288]",17,13.0,13.0,18,17,13
1174,ropi01,927924,Marks & Spencer Lasagne vaječné těstoviny,518.0,"[122, 94, 118]",23,23.0,23.0,23,23,23
1175,ropi01,927978,Marks & Spencer Messicani těstoviny,504.0,"[65, 152, 201]",26,26.0,26.0,26,26,26
1176,ropi01,928011,"Marks & Spencer Bezlepkové čokoládové máslové sušenky s kousky mléčné, bílé a hořké čokolády",180.0,"[76, 93, 231]",32,27.0,27.0,33,33,27
1177,ropi01,928023,Marks & Spencer Orzo těstoviny,506.0,"[50, 125, 174]",81,81.0,80.0,82,82,81
1178,ropi01,928041,Marks & Spencer Farfalle,512.0,"[80, 157, 264]",12,11.0,10.0,13,13,11
1179,ropi01,928044,Marks & Spencer Krekry se sýrem gouda bezlepkové,130.0,"[69, 173, 243]",25,25.0,25.0,25,25,25
1180,ropi01,928089,Marks & Spencer Lehké krekry z listového těsta se zralým sýrem čedar,124.0,"[43, 83, 197]",30,25.0,25.0,30,30,25
1181,ropi01,928110,Marks & Spencer Žvýkačka bez cukru s příchutí peprmint se sladidly,32.0,"[17, 73, 118]",27,26.0,26.0,32,28,26
1182,ropi01,928137,Marks & Spencer Skotské máslové sušenky s kousky hořké čokolády,211.0,"[85, 55, 232]",57,57.0,57.0,57,57,57
1183,ropi01,928140,Marks & Spencer Mentolové bonbóny,228.0,"[37, 107, 207]",48,45.0,42.0,58,57,45
1184,ropi01,928152,Marks & Spencer Kyselé žvýkací bonbóny bez želatiny s ovocnou příchutí,186.0,"[32, 153, 172]",40,39.0,39.0,40,40,39
1185,ropi01,928155,Marks & Spencer Máslové vídeňské sušenky s vanilkovou příchutí,180.0,"[48, 92, 246]",31,31.0,31.0,31,31,31
1186,ropi01,928161,Marks & Spencer Kalifornské rozinky v belgické mléčné čokoládě,130.0,"[33, 74, 156]",25,15.0,15.0,26,25,15
1187,ropi01,928170,Dr. Oetker Gelfix Extra 2:1,28.0,"[110, 97, 139]",2,4.0,4.0,6,4,4
1188,ropi01,928221,Kotex Tampony Active Super,62.0,"[31, 54, 115]",18,9.0,9.0,22,22,9
1189,ropi01,928407,Knorr Snack Těstoviny Carbonara se sýrovou omáčkou a slaninou,70.0,"[102, 93, 93]",82,76.0,76.0,83,83,76
1190,ropi01,928413,Knorr Snack Bramborová kaše se slaninou a cibulí,80.0,"[101, 93, 94]",46,43.0,43.0,48,47,43
1191,ropi01,928590,Marks & Spencer Berry & Cherry Flakes,450.0,"[59, 194, 284]",45,44.0,44.0,46,46,44
1192,ropi01,928608,Marks & Spencer Fruit & Nut Flakes,582.0,"[281, 68, 191]",23,22.0,22.0,23,23,22
1193,ropi01,928614,Marks & Spencer 3 Seed Granola,510.0,"[57, 184, 245]",1,1.0,1.0,1,1,1
1194,ropi01,928617,Marks & Spencer Mango & Coconut Granola,518.0,"[132, 72, 99]",1,1.0,1.0,1,1,1
1195,ropi01,928785,7Days Mini sušenky vanilka,125.0,"[43, 71, 250]",12,12.0,12.0,12,12,12
1196,ropi01,928797,Bohemia Z pece bramborové krekry s příchutí smetany a papriky,110.0,"[59, 95, 220]",44,42.0,42.0,44,44,42
1197,ropi01,928863,Gillette Fusion5 ProGlide Holicí hlavice pro muže,66.0,"[27, 102, 111]",5,5.0,5.0,5,5,5
1198,ropi01,928872,Gillette Mach3 Holicí hlavice pro muže,54.0,"[27, 102, 110]",10,10.0,10.0,10,10,10
1199,ropi01,928962,"Gullón Sharkies sušenky bez lepku, se sníženým obsahem laktózy",306.0,"[201, 68, 135]",26,26.0,26.0,26,26,26
1200,ropi01,928968,Bref Perfume Switch Apple-Water Lily,212.0,"[44, 145, 220]",16,15.0,15.0,17,17,15
1201,ropi01,929034,Knorr Nudle s rajčatovou polévkou,80.0,"[172, 120, 33]",56,53.0,53.0,56,56,53
1202,ropi01,929082,Skittles Crazy Sours ovocné žvýkací bonbóny,30.0,"[27, 71, 110]",53,47.0,45.0,61,59,47
1203,ropi01,929445,Tena Lady slim normal,177.0,"[162, 89, 87]",24,24.0,24.0,24,24,24
1204,ropi01,929451,Zewa Protect vlhčené ubrousky,80.0,"[27, 96, 159]",13,13.0,13.0,13,13,13
1205,ropi01,929904,Cafédirect BIO Peru Reserve SCA 82 mletá káva,230.0,"[95, 91, 119]",6,6.0,6.0,6,6,6
1206,ropi01,929919,Cafédirect Machu Picchu SCA 82 mletá káva bez kofeinu,232.0,"[95, 91, 119]",33,33.0,33.0,33,33,33
1207,ropi01,930642,Allnature BIO Čočka červená půlená,508.0,"[122, 94, 118]",72,68.0,67.0,75,74,68
1208,ropi01,930927,Dr.Ensa Kešu pražené nesolené,62.0,"[132, 72, 99]",32,31.0,31.0,32,32,31
1209,ropi01,931089,"Gullón Digestive – Celozrnné sušenky polomáčené, bez cukru",296.0,"[122, 94, 118]",70,71.0,70.0,73,72,71
1210,ropi01,931191,Signal Dětský zubní kartáček měkký 2–6 let,60.0,"[95, 44, 154]",22,22.0,22.0,23,22,22
1211,ropi01,931383,Brit Animals ALFALFA SNACK for RODENTS,119.0,"[69, 137, 250]",14,14.0,14.0,14,14,14
1212,ropi01,931536,VitaCup Ananas mrazem sušený,40.0,"[122, 94, 118]",18,10.0,10.0,23,23,10
1213,ropi01,931584,Ovocňák Plátky jablko,28.0,"[32, 80, 143]",30,19.0,18.0,33,33,19
1214,ropi01,931662,Kotex Normal tampony,88.0,"[78, 76, 94]",28,24.0,22.0,33,31,24
1215,ropi01,931758,PreVital Naturel dušené filetky kuřecí a krůtí v želé pro kočky 4×85 g,364.0,"[73, 127, 97]",15,11.0,11.0,17,17,11
1216,ropi01,932103,FRE-PRO BOWL CLIP vonný závěs na WC kiwi a grapefruit,50.0,"[47, 143, 205]",4,1.0,1.0,19,17,1
1217,ropi01,932832,Sheba Delicacy kapsičky pro dospělé kočky – drůbeží výběr v želé 4×85g,500.0,"[146, 176, 29]",17,17.0,16.0,18,18,17
1218,ropi01,932847,Sheba Fresh & Fine – exkluzivní výběr ve šťávě pro kočky 6×50g,340.0,"[127, 85, 61]",28,18.0,18.0,33,32,18
1219,ropi01,933135,Organyc BIO Čistící čtverce suché,140.0,"[122, 94, 118]",20,21.0,20.0,21,21,21
1220,ropi01,933279,Bonitas BIO Lískové ořechy,99.0,"[132, 72, 99]",68,67.0,67.0,68,68,67
1221,ropi01,933594,Tassimo L´OR Lungo Profondo kapsle,246.0,"[122, 94, 118]",17,17.0,17.0,17,17,17
1222,ropi01,933603,L'OR Profondo kapsle,80.0,"[122, 94, 118]",23,22.0,22.0,23,23,22
1223,ropi01,933624,Pickwick čaj Energie,38.0,"[80, 81, 146]",1,1.0,1.0,1,1,1
1224,ropi01,933639,PICKWICK čaj Variace s třešní,66.0,"[93, 72, 110]",60,55.0,55.0,60,60,55
1225,ropi01,933732,Nestlé LION Wild Crush snídaňové cereálie,404.0,"[230, 190, 50]",85,77.0,77.0,89,88,77
1226,ropi01,933783,Kolorky EKO Jednorázové plenky se sametovým povrchem deluxe velvet M (5–8 kg) 21 ks,602.0,"[122, 94, 118]",23,24.0,24.0,24,24,24
1227,ropi01,933873,Gizeh cigaretové filtry 100ks,18.0,"[122, 94, 118]",5,4.0,4.0,6,5,4
1228,ropi01,934212,Duracell Optimum alkalické baterie (AA),106.0,"[120, 15, 84]",20,19.0,19.0,20,20,19
1229,ropi01,934215,Duracell Optimum alkalické baterie (AAA),55.0,"[120, 12, 84]",20,20.0,20.0,21,21,20
1230,ropi01,934218,Duracell alkalická baterie (9V),55.0,"[120, 84, 18]",9,7.0,7.0,9,9,7
1231,ropi01,934230,Duracell Lithiové knoflíkové baterie CR2032,10.0,"[119, 84, 4]",11,12.0,12.0,25,13,12
1232,ropi01,934929,Jordan Flosser 3v1 Mezizubní nit v držátku,62.0,"[122, 75, 67]",47,8.0,8.0,70,70,8
1233,ropi01,935103,Carefree Plus Large jemná vůně,226.0,"[157, 46, 115]",34,34.0,34.0,34,34,34
1234,ropi01,935148,Ria Classic normal Slipové vložky,80.0,"[149, 91, 60]",57,55.0,55.0,57,57,55
1235,ropi01,935718,Intime Pregnancy hCG MidStream Test těhotenský test pro domácí použití,30.0,"[195, 63, 28]",32,29.0,29.0,32,32,29
1236,ropi01,935730,Intime Ovulation hLH dipStick ovulační test pro domácí použití s kalíšky,30.0,"[137, 75, 31]",24,23.0,23.0,24,24,23
1237,ropi01,935904,Allnature BIO Rýže jasmínová natural,408.0,"[104, 71, 110]",46,46.0,46.0,46,46,46
1238,ropi01,935988,Twiggy BIO Organic müsli tyčinka s kokosem,22.0,"[53, 71, 99]",14,8.0,8.0,58,57,8
1239,ropi01,936045,Sedita Rodinné sušenky polomáčené hořké,106.0,"[31, 65, 182]",40,33.0,33.0,41,41,33
1240,ropi01,936048,Sedita Rodinné sušenky polomáčené mléčné,106.0,"[170, 166, 294]",49,38.0,38.0,50,50,38
1241,ropi01,936102,Sedita Anita,50.0,"[18, 160, 65]",27,20.0,20.0,35,35,20
1242,ropi01,936105,Sedita Anita Čoko,50.0,"[18, 160, 65]",19,14.0,14.0,20,20,14
1243,ropi01,936117,Figaro Sněhulky Mix,161.0,"[230, 180, 10]",20,18.0,17.0,24,23,18
1244,ropi01,936984,Bonitas BIO Ořechovo-ovocná směs,100.0,"[160, 110, 20]",28,26.0,26.0,28,28,26
1245,ropi01,937296,Tchibo Barista Classic,264.0,"[43, 86, 145]",16,16.0,16.0,16,16,16
1246,ropi01,937299,Tchibo Barista Intense,264.0,"[43, 86, 145]",12,11.0,11.0,12,12,11
1247,ropi01,937425,Vitana Citronovo-bylinková zálivka tekutá,66.0,"[160, 100, 17]",34,34.0,34.0,36,34,34
1248,ropi01,937602,Gillette Venus Sensitive jednorázová holítka,94.0,"[206, 46, 104]",48,48.0,48.0,48,48,48
1249,ropi01,938013,Nestlé Dobrou noc Mléčná kaše banánová,310.0,"[295, 135, 48]",17,15.0,15.0,17,17,15
1250,ropi01,938022,Nestlé Yogolino Mléčný dezert s kakaem,432.0,"[127, 127, 62]",19,19.0,19.0,19,19,19
1251,ropi01,938103,Babybio BIO Pastiňák s hráškem a farmářskou kachnou,290.0,"[130, 130, 40]",10,7.0,7.0,12,12,7
1252,ropi01,938106,Babybio BIO Jablko pomeranč banán (4×90g),425.0,"[142, 69, 127]",4,4.0,4.0,4,4,4
1253,ropi01,938154,Babybio BIO Zelenina s krůtím masem a rýží (2×200g),450.0,"[190, 60, 85]",18,18.0,18.0,18,18,18
1254,ropi01,938160,"Babybio BIO Pastiňák s máslovou dýní, kachnou a polentou (2×200g)",450.0,"[190, 60, 85]",14,14.0,14.0,14,14,14
1255,ropi01,938163,Babybio BIO Jablko borůvky jahody (4×90g),422.0,"[142, 69, 127]",20,20.0,20.0,20,20,20
1256,ropi01,938985,Solsanka Sůl hrubě zrnitá,518.0,"[105, 75, 55]",14,15.0,14.0,15,15,15
1257,ropi01,939075,Manner Mignon,410.0,"[220, 140, 74]",21,21.0,21.0,21,21,21
1258,ropi01,939702,Schär Maria bezlepkové sušenky,154.0,"[67, 195, 43]",15,15.0,15.0,15,15,15
1259,ropi01,939717,Schär Orangino bezlepkové polomáčené piškoty,174.0,"[62, 195, 56]",34,35.0,34.0,35,35,35
1260,ropi01,939771,Holle BIO Dětské happy tyčinky dýně a rozmarýn,108.0,"[120, 100, 30]",12,10.0,9.0,13,13,10
1261,ropi01,939798,"Holle BIO Kapsička banán, jablko, mango a meruňka",108.0,"[100, 50, 20]",25,24.0,24.0,25,25,24
1262,ropi01,940050,Bref Pro Nature Grapefruit,208.0,"[220, 145, 41]",39,39.0,39.0,39,39,39
1263,ropi01,940737,Kotányi Kuře Tikka Masala,20.0,"[160, 104, 10]",15,16.0,15.0,22,16,16
1264,ropi01,941601,L'OR Colombia Single Origin kapsle,80.0,"[155, 33, 79]",19,19.0,19.0,19,19,19
1265,ropi01,941850,Allnature Kroužky jogurtové bezlepkové,82.0,"[210, 100, 50]",48,45.0,45.0,48,48,45
1266,ropi01,941913,Allnature Sloni jablko-skořice bezlepkové,85.0,"[190, 130, 60]",28,28.0,28.0,28,28,28
1267,ropi01,942711,Frosch EKO WC blok limetka,68.0,"[167, 35, 135]",18,18.0,18.0,18,18,18
1268,ropi01,943104,Probrands Protein chips bbq a paprika,54.0,"[55, 210, 170]",11,10.0,10.0,11,11,10
